"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality.class"
"2676",7.2,0.32,0.24,5.6,0.033,0.023,0.12,0.99334,2.92,0.66,10.3,7,"high"
"2677",7.6,0.1,0.33,1,0.031,0.033,0.093,0.99094,3.06,0.68,11.2,6,"high"
"2678",6.2,0.25,0.31,3.2,0.03,0.032,0.15,0.99014,3.18,0.31,12,6,"high"
"2679",7.1,0.31,0.17,1,0.042,0.021,0.144,0.99304,3.13,0.4,9.6,5,"low"
"2680",7.6,0.18,0.28,7.1,0.041,0.029,0.11,0.99652,3.2,0.42,9.2,6,"high"
"2681",8,0.17,0.29,2.4,0.029,0.052,0.119,0.98944,3.03,0.33,12.9,6,"high"
"2682",7.2,0.19,0.27,11.2,0.061,0.046,0.149,0.99772,2.99,0.59,9.3,6,"high"
"2683",7.6,0.32,0.25,9.5,0.03,0.015,0.136,0.99367,3.1,0.44,12.1,6,"high"
"2684",7.1,0.31,0.17,1,0.042,0.021,0.144,0.99304,3.13,0.4,9.6,5,"low"
"2685",6.6,0.21,0.29,1.8,0.026,0.035,0.128,0.99183,3.37,0.48,11.2,6,"high"
"2686",7,0.16,0.36,2.6,0.029,0.028,0.098,0.99126,3.11,0.37,11.2,7,"high"
"2687",8,0.17,0.29,2.4,0.029,0.052,0.119,0.98944,3.03,0.33,12.9,6,"high"
"2688",6.6,0.24,0.38,8,0.042,0.056,0.187,0.99577,3.21,0.46,9.2,5,"low"
"2689",7.2,0.19,0.27,11.2,0.061,0.046,0.149,0.99772,2.99,0.59,9.3,6,"high"
"2690",7.6,0.18,0.28,7.1,0.041,0.029,0.11,0.99652,3.2,0.42,9.2,6,"high"
"2691",6.9,0.3,0.25,3.3,0.041,0.026,0.124,0.99428,3.18,0.5,9.3,6,"high"
"2692",6.2,0.28,0.27,10.3,0.03,0.026,0.108,0.99388,3.2,0.36,10.7,6,"high"
"2693",6.9,0.31,0.32,1.2,0.024,0.02,0.166,0.99208,3.05,0.54,9.8,6,"high"
"2694",6.7,0.23,0.25,1.6,0.036,0.028,0.143,0.99256,3.3,0.54,10.3,6,"high"
"2695",6.2,0.28,0.27,10.3,0.03,0.026,0.108,0.99388,3.2,0.36,10.7,6,"high"
"2696",5.7,0.23,0.28,9.65,0.025,0.026,0.121,0.9925,3.28,0.38,11.3,6,"high"
"2697",6.5,0.22,0.5,16.4,0.048,0.036,0.182,0.99904,3.02,0.49,8.8,6,"high"
"2698",7,0.18,0.37,1.5,0.043,0.016,0.104,0.99216,3.18,0.5,10.8,5,"low"
"2699",6.9,0.31,0.32,1.2,0.024,0.02,0.166,0.99208,3.05,0.54,9.8,6,"high"
"2700",6.9,0.3,0.25,3.3,0.041,0.026,0.124,0.99428,3.18,0.5,9.3,6,"high"
"2701",6.5,0.46,0.31,5,0.027,0.015,0.072,0.99165,3.26,0.6,11.5,7,"high"
"2702",6.5,0.23,0.36,16.3,0.038,0.043,0.133,0.99924,3.26,0.41,8.8,5,"low"
"2703",6.5,0.23,0.36,16.3,0.038,0.043,0.133,0.99924,3.26,0.41,8.8,5,"low"
"2704",6.5,0.23,0.36,16.3,0.038,0.043,0.133,0.99924,3.26,0.41,8.8,5,"low"
"2705",6.6,0.26,0.38,6.5,0.042,0.068,0.201,0.9956,3.19,0.38,9.4,6,"high"
"2706",6.7,0.26,0.39,6.4,0.042,0.064,0.2,0.99562,3.19,0.38,9.4,6,"high"
"2707",7.5,0.28,0.39,10.2,0.045,0.059,0.209,0.9972,3.16,0.63,9.6,6,"high"
"2708",6.5,0.23,0.36,16.3,0.038,0.043,0.133,0.99924,3.26,0.41,8.8,5,"low"
"2709",6.8,0.23,0.42,7.4,0.044,0.056,0.189,0.9958,3.22,0.48,9.3,6,"high"
"2710",7.8,0.25,0.34,13.7,0.044,0.066,0.184,0.99976,3.22,0.75,8.9,5,"low"
"2711",7.8,0.25,0.34,13.7,0.044,0.066,0.184,0.99976,3.22,0.75,8.9,5,"low"
"2712",5.6,0.2,0.22,1.3,0.049,0.025,0.155,0.99296,3.17,0.43,10,5,"low"
"2713",6.4,0.21,0.44,7.4,0.045,0.047,0.182,0.9957,3.24,0.46,9.1,5,"low"
"2714",6.8,0.23,0.42,7.4,0.044,0.056,0.189,0.9958,3.22,0.48,9.3,6,"high"
"2715",6.8,0.24,0.37,7.45,0.043,0.059,0.188,0.99579,3.2,0.5,9.4,6,"high"
"2716",7.8,0.25,0.28,7.2,0.04,0.046,0.179,0.99541,3.14,0.6,10.1,6,"high"
"2717",7.8,0.25,0.34,13.7,0.044,0.066,0.184,0.99976,3.22,0.75,8.9,5,"low"
"2718",6.8,0.16,0.29,10.4,0.046,0.059,0.143,0.99518,3.2,0.4,10.8,6,"high"
"2719",5.2,0.28,0.29,1.1,0.028,0.018,0.069,0.99168,3.24,0.54,10,6,"high"
"2720",7.5,0.18,0.31,6.5,0.029,0.053,0.16,0.99276,3.03,0.38,10.9,6,"high"
"2721",7.5,0.26,0.3,4.6,0.027,0.029,0.092,0.99085,3.15,0.38,12,7,"high"
"2722",8.2,0.37,0.31,13.9,0.043,0.022,0.171,0.99873,2.99,0.47,9.3,5,"low"
"2723",7.6,0.4,0.27,5.2,0.03,0.032,0.101,0.99172,3.22,0.62,12.3,7,"high"
"2724",7.5,0.26,0.25,1.7,0.038,0.029,0.129,0.99312,3.45,0.56,10.4,6,"high"
"2725",7.5,0.18,0.31,6.5,0.029,0.053,0.16,0.99276,3.03,0.38,10.9,6,"high"
"2726",6.9,0.23,0.32,16.4,0.045,0.062,0.153,0.9972,3.22,0.42,10.5,5,"low"
"2727",5.3,0.2,0.31,3.6,0.036,0.022,0.091,0.99278,3.41,0.5,9.8,6,"high"
"2728",6.5,0.17,0.31,1.5,0.041,0.034,0.121,0.99092,3.06,0.46,10.5,6,"high"
"2729",6.5,0.35,0.28,12.4,0.051,0.033,0.213,0.9962,3.16,0.51,9.9,6,"high"
"2730",6.5,0.29,0.31,1.7,0.035,0.024,0.079,0.99053,3.27,0.69,11.4,7,"high"
"2731",6.8,0.3,0.22,6.2,0.06,0.041,0.19,0.99858,3.18,0.51,9.2,5,"low"
"2732",7.9,0.26,0.36,6.2,0.051,0.03,0.173,0.9984,3.09,0.53,9.7,5,"low"
"2733",7.9,0.26,0.34,2.6,0.049,0.013,0.135,0.99335,3.09,0.51,10,5,"low"
"2734",6.5,0.29,0.31,1.7,0.035,0.024,0.079,0.99053,3.27,0.69,11.4,7,"high"
"2735",7.1,0.29,0.28,9.3,0.048,0.05,0.141,0.9949,3.13,0.49,10.3,6,"high"
"2736",6.5,0.35,0.28,12.4,0.051,0.033,0.213,0.9962,3.16,0.51,9.9,6,"high"
"2737",6.5,0.17,0.31,1.5,0.041,0.034,0.121,0.99092,3.06,0.46,10.5,6,"high"
"2738",7.4,0.2,0.28,9.1,0.047,0.029,0.095,0.99532,3.16,0.47,9.8,7,"high"
"2739",6.9,0.26,0.42,12,0.067,0.024,0.131,0.99727,3.19,0.34,9.3,5,"low"
"2740",6.8,0.32,0.28,4.8,0.034,0.025,0.1,0.99026,3.08,0.47,12.4,7,"high"
"2741",6.3,0.2,0.19,12.3,0.048,0.054,0.145,0.99668,3.16,0.42,9.3,6,"high"
"2742",6.9,0.26,0.42,12,0.067,0.024,0.131,0.99727,3.19,0.34,9.3,5,"low"
"2743",8,0.23,0.28,2.7,0.048,0.049,0.165,0.9952,3.26,0.72,9.5,6,"high"
"2744",6.7,0.27,0.33,3.6,0.034,0.009,0.045,0.99144,3.08,0.4,10.5,6,"high"
"2745",6.7,0.27,0.33,3.6,0.034,0.009,0.045,0.99144,3.08,0.4,10.5,6,"high"
"2746",6.7,0.44,0.22,4.3,0.032,0.019,0.099,0.99015,3.26,0.53,12.8,7,"high"
"2747",7,0.34,0.3,1.8,0.045,0.044,0.142,0.9914,2.99,0.45,10.8,6,"high"
"2748",7.3,0.26,0.33,11.8,0.057,0.048,0.127,0.99693,3.1,0.55,10,6,"high"
"2749",5.8,0.17,0.34,1.8,0.045,0.033,0.17,0.99035,3.38,0.47,11.8,8,"high"
"2750",7.3,0.26,0.33,11.8,0.057,0.048,0.127,0.99693,3.1,0.55,10,6,"high"
"2751",5.8,0.17,0.34,1.8,0.045,0.033,0.17,0.99035,3.38,0.47,11.8,8,"high"
"2752",6.8,0.17,0.36,1.4,0.036,0.038,0.108,0.99006,3.19,0.66,12,6,"high"
"2753",7.1,0.43,0.3,6.6,0.025,0.015,0.138,0.99126,3.18,0.46,12.6,6,"high"
"2754",5.8,0.315,0.27,1.55,0.026,0.015,0.07,0.98994,3.37,0.4,11.9,8,"high"
"2755",5.9,0.17,0.28,0.7,0.027,0.005,0.028,0.98985,3.13,0.32,10.6,5,"low"
"2756",6.6,0.34,0.18,6.4,0.042,0.047,0.24,0.9971,3.42,0.48,9.2,5,"low"
"2757",8.6,0.33,0.34,11.8,0.059,0.042,0.24,0.99882,3.17,0.52,10,6,"high"
"2758",5.6,0.12,0.26,4.3,0.038,0.018,0.097,0.99477,3.36,0.46,9.2,5,"low"
"2759",5.8,0.13,0.26,5.1,0.039,0.019,0.103,0.99478,3.36,0.47,9.3,6,"high"
"2760",7.7,0.18,0.35,5.8,0.055,0.025,0.144,0.99576,3.24,0.54,10.2,6,"high"
"2761",7.7,0.16,0.36,5.9,0.054,0.025,0.148,0.99578,3.25,0.54,10.2,6,"high"
"2762",6,0.26,0.15,1.3,0.06,0.051,0.154,0.99354,3.14,0.51,8.7,5,"low"
"2763",7.3,0.32,0.35,1.4,0.05,0.008,0.163,0.99244,3.24,0.42,10.7,5,"low"
"2764",7.7,0.3,0.34,1.2,0.048,0.004,0.119,0.99084,3.18,0.34,12.1,6,"high"
"2765",7.9,0.16,0.3,7.4,0.05,0.058,0.152,0.99612,3.12,0.37,9.5,6,"high"
"2766",6.4,0.27,0.29,10.8,0.028,0.017,0.118,0.99356,3.18,0.37,11.2,6,"high"
"2767",6.9,0.16,0.37,1.8,0.034,0.036,0.095,0.98952,2.93,0.59,12,6,"high"
"2768",7.9,0.16,0.3,7.4,0.05,0.058,0.152,0.99612,3.12,0.37,9.5,6,"high"
"2769",7.7,0.3,0.34,1.2,0.048,0.004,0.119,0.99084,3.18,0.34,12.1,6,"high"
"2770",7.3,0.32,0.35,1.4,0.05,0.008,0.163,0.99244,3.24,0.42,10.7,5,"low"
"2771",6.4,0.44,0.44,14.4,0.048,0.029,0.228,0.99955,3.26,0.54,8.8,7,"high"
"2772",6.3,0.2,0.24,1.7,0.052,0.036,0.135,0.99374,3.17,0.66,10.8,6,"high"
"2773",6.2,0.29,0.32,3.6,0.026,0.039,0.138,0.9892,3.31,0.37,13.1,7,"high"
"2774",7.6,0.39,0.32,3.6,0.035,0.022,0.093,0.99144,3.08,0.6,12.5,7,"high"
"2775",7,0.36,0.32,10.05,0.045,0.037,0.131,0.99352,3.09,0.33,11.7,8,"high"
"2776",7,0.36,0.32,10.05,0.045,0.037,0.131,0.99352,3.09,0.33,11.7,8,"high"
"2777",7,0.36,0.32,10.5,0.045,0.035,0.135,0.9935,3.09,0.33,11.6,8,"high"
"2778",7.6,0.2,0.36,1.9,0.043,0.024,0.111,0.99237,3.29,0.54,11.3,6,"high"
"2779",7.6,0.39,0.32,3.6,0.035,0.022,0.093,0.99144,3.08,0.6,12.5,7,"high"
"2780",6.7,0.2,0.37,1.65,0.025,0.042,0.103,0.99022,3.11,0.45,11.4,5,"low"
"2781",6.2,0.235,0.34,1.9,0.036,0.004,0.117,0.99032,3.4,0.44,12.2,5,"low"
"2782",7.8,0.26,0.31,5.2,0.042,0.008,0.16,0.99373,3.39,0.69,11.7,6,"high"
"2783",7.1,0.2,0.31,6.85,0.053,0.032,0.211,0.99587,3.31,0.59,10.4,6,"high"
"2784",7.1,0.2,0.31,7.4,0.053,0.032,0.211,0.99587,3.31,0.59,10.4,6,"high"
"2785",7.1,0.2,0.31,7.4,0.053,0.032,0.211,0.99587,3.31,0.59,10.4,6,"high"
"2786",6.4,0.24,0.25,20.2,0.042,0.035,0.157,0.99976,3.17,0.5,9.1,5,"low"
"2787",8,0.3,0.36,11,0.034,0.008,0.07,0.99354,3.05,0.41,12.2,6,"high"
"2788",6.4,0.24,0.25,20.2,0.042,0.035,0.157,0.99976,3.17,0.5,9.1,5,"low"
"2789",6.9,0.4,0.42,6.2,0.066,0.041,0.176,0.99552,3.12,0.54,9.4,5,"low"
"2790",6.9,0.4,0.43,6.2,0.065,0.042,0.178,0.99552,3.11,0.53,9.4,5,"low"
"2791",7.1,0.2,0.31,6.85,0.053,0.032,0.211,0.99587,3.31,0.59,10.4,6,"high"
"2792",6.6,0.25,0.51,8,0.047,0.061,0.189,0.99604,3.22,0.49,9.2,5,"low"
"2793",6.8,0.26,0.44,8.2,0.046,0.052,0.183,0.99584,3.2,0.51,9.4,5,"low"
"2794",6.5,0.37,0.3,2.2,0.033,0.039,0.107,0.98894,3.22,0.53,13.5,7,"high"
"2795",6.8,0.35,0.53,10.1,0.053,0.037,0.151,0.9963,3.07,0.4,9.4,5,"low"
"2796",6.4,0.22,0.32,7.2,0.028,0.015,0.083,0.993,3.13,0.55,10.9,8,"high"
"2797",6.5,0.37,0.3,2.2,0.033,0.039,0.107,0.98894,3.22,0.53,13.5,7,"high"
"2798",6.8,0.35,0.53,10.1,0.053,0.037,0.151,0.9963,3.07,0.4,9.4,5,"low"
"2799",6.9,0.31,0.32,1.6,0.036,0.034,0.114,0.99068,3.19,0.45,11.4,7,"high"
"2800",6.7,0.16,0.37,1.3,0.036,0.045,0.125,0.98964,3.19,0.51,12.4,7,"high"
"2801",6.6,0.25,0.51,8,0.047,0.061,0.189,0.99604,3.22,0.49,9.2,5,"low"
"2802",6.8,0.26,0.44,8.2,0.046,0.052,0.183,0.99584,3.2,0.51,9.4,5,"low"
"2803",5.6,0.15,0.31,5.3,0.038,0.008,0.079,0.9923,3.3,0.39,10.5,6,"high"
"2804",5.5,0.15,0.32,14,0.031,0.016,0.099,0.99437,3.26,0.38,11.5,8,"high"
"2805",6.4,0.22,0.32,7.2,0.028,0.015,0.083,0.993,3.13,0.55,10.9,8,"high"
"2806",7.3,0.2,0.26,1.6,0.04,0.036,0.123,0.99238,3.34,0.44,10.8,6,"high"
"2807",7.5,0.17,0.31,11.8,0.038,0.052,0.148,0.99801,3.03,0.46,8.9,5,"low"
"2808",7.5,0.18,0.31,9.6,0.039,0.053,0.151,0.99802,3.03,0.46,8.9,5,"low"
"2809",7,0.27,0.48,6.1,0.042,0.06,0.184,0.99566,3.2,0.5,9.4,6,"high"
"2810",5.8,0.32,0.31,2.7,0.049,0.025,0.153,0.99067,3.44,0.73,12.2,7,"high"
"2811",7.8,0.26,0.31,3.6,0.025,0.022,0.1,0.99066,2.99,0.47,12.1,7,"high"
"2812",7.4,0.3,0.32,1.7,0.03,0.023,0.128,0.9929,3.17,0.66,10.9,5,"low"
"2813",6.7,0.16,0.34,1.6,0.026,0.027,0.109,0.9934,3.34,0.58,10.1,6,"high"
"2814",5.8,0.32,0.31,2.7,0.049,0.025,0.153,0.99067,3.44,0.73,12.2,7,"high"
"2815",6.7,0.19,0.39,1,0.032,0.014,0.071,0.98912,3.31,0.38,13,7,"high"
"2816",6.6,0.36,0.24,0.9,0.038,0.015,0.072,0.99066,3.23,0.39,11,5,"low"
"2817",7.2,0.17,0.41,1.6,0.052,0.024,0.126,0.99228,3.19,0.49,10.8,5,"low"
"2818",6.7,0.19,0.39,1,0.032,0.014,0.071,0.98912,3.31,0.38,13,7,"high"
"2819",6,0.11,0.47,10.6,0.052,0.069,0.148,0.9958,2.91,0.34,9.3,4,"low"
"2820",6,0.21,0.34,2,0.042,0.063,0.123,0.99052,3.44,0.42,11.4,6,"high"
"2821",6.7,0.325,0.31,1.2,0.042,0.049,0.12,0.99312,2.99,0.38,9.2,5,"low"
"2822",6.6,0.4,0.46,6.2,0.056,0.042,0.241,0.9968,3.5,0.6,9.9,5,"low"
"2823",6.5,0.2,0.24,9.2,0.044,0.025,0.15,0.99502,3.22,0.44,10.5,5,"low"
"2824",7.6,0.27,0.34,5,0.04,0.018,0.056,0.99084,3.06,0.48,12.4,6,"high"
"2825",7.2,0.26,0.4,6.3,0.047,0.052,0.172,0.99573,3.18,0.53,9.5,6,"high"
"2826",6.3,0.25,0.22,3.3,0.048,0.041,0.161,0.99256,3.16,0.5,10.5,6,"high"
"2827",6.5,0.22,0.45,8,0.053,0.052,0.196,0.9959,3.23,0.48,9.1,6,"high"
"2828",6.4,0.14,0.31,1.2,0.034,0.053,0.138,0.99084,3.38,0.35,11.5,7,"high"
"2829",6.4,0.14,0.31,1.2,0.034,0.053,0.138,0.99084,3.38,0.35,11.5,7,"high"
"2830",7.1,0.26,0.32,16.2,0.044,0.031,0.17,0.99644,3.17,0.37,11.2,5,"low"
"2831",6.6,0.22,0.34,11.6,0.05,0.059,0.14,0.99526,3.22,0.4,10.8,5,"low"
"2832",6.6,0.45,0.43,7.2,0.064,0.031,0.186,0.9954,3.12,0.44,9.4,5,"low"
"2833",6.6,0.17,0.3,1.1,0.031,0.013,0.073,0.99095,3.17,0.58,11,6,"high"
"2834",7.2,0.44,0.28,3.4,0.048,0.022,0.112,0.99188,3.21,0.37,11.3,7,"high"
"2835",6.2,0.15,0.27,1.4,0.041,0.051,0.117,0.9909,3.28,0.38,11.2,6,"high"
"2836",6.3,0.25,0.22,3.3,0.048,0.041,0.161,0.99256,3.16,0.5,10.5,6,"high"
"2837",6.5,0.22,0.45,8,0.053,0.052,0.196,0.9959,3.23,0.48,9.1,6,"high"
"2838",7.3,0.26,0.3,9.3,0.05,0.035,0.154,0.99581,3.21,0.5,10.4,6,"high"
"2839",6.9,0.15,0.29,2.3,0.033,0.014,0.082,0.99132,3.1,0.58,11.2,7,"high"
"2840",5.8,0.22,0.29,0.9,0.034,0.034,0.089,0.98936,3.14,0.36,11.1,7,"high"
"2841",6.5,0.37,0.33,3.5,0.036,0.023,0.092,0.99136,3.18,0.38,11.2,6,"high"
"2842",5.5,0.375,0.38,1.7,0.036,0.017,0.098,0.99142,3.29,0.39,10.5,6,"high"
"2843",5.9,0.2,0.4,1.3,0.047,0.023,0.092,0.99232,3.2,0.45,10,6,"high"
"2844",5.9,0.22,0.38,1.3,0.046,0.024,0.09,0.99232,3.2,0.47,10,6,"high"
"2845",8,0.22,0.31,5.6,0.049,0.024,0.097,0.993,3.1,0.42,10.9,5,"low"
"2846",6.5,0.22,0.29,7.4,0.028,0.016,0.087,0.99311,3.15,0.56,10.9,7,"high"
"2847",6.9,0.15,0.29,2.3,0.033,0.014,0.082,0.99132,3.1,0.58,11.2,7,"high"
"2848",5.8,0.2,0.34,1,0.035,0.04,0.086,0.98993,3.5,0.42,11.7,5,"low"
"2849",6.6,0.31,0.31,1.5,0.033,0.055,0.144,0.99208,3.16,0.42,10,5,"low"
"2850",7.7,0.43,0.37,10,0.042,0.022,0.21,0.99776,3.02,0.64,9.5,5,"low"
"2851",6.7,0.24,0.29,14.9,0.053,0.055,0.136,0.99839,3.03,0.52,9,5,"low"
"2852",7.3,0.23,0.34,9.3,0.052,0.019,0.086,0.99574,3.04,0.56,10,5,"low"
"2853",7.9,0.2,0.39,1,0.041,0.037,0.154,0.99093,3.08,0.43,11.9,5,"low"
"2854",5.3,0.16,0.39,1,0.028,0.04,0.101,0.99156,3.17,0.59,10.6,6,"high"
"2855",6.4,0.21,0.28,5.9,0.047,0.029,0.101,0.99278,3.15,0.4,11,6,"high"
"2856",6.9,0.33,0.26,5,0.027,0.046,0.143,0.9924,3.25,0.43,11.2,7,"high"
"2857",5.6,0.18,0.31,1.25,0.034,0.029,0.129,0.98984,3.51,0.6,12,7,"high"
"2858",6.6,0.29,0.31,3.9,0.027,0.039,0.096,0.99035,3.24,0.6,12.6,8,"high"
"2859",6.9,0.33,0.26,5,0.027,0.046,0.143,0.9924,3.25,0.43,11.2,7,"high"
"2860",6.6,0.21,0.36,0.8,0.034,0.048,0.113,0.99165,3.24,0.68,10.5,6,"high"
"2861",7.3,0.21,0.33,1,0.037,0.066,0.144,0.9923,3.11,0.52,10.2,6,"high"
"2862",6.4,0.21,0.28,5.9,0.047,0.029,0.101,0.99278,3.15,0.4,11,6,"high"
"2863",5.1,0.11,0.32,1.6,0.028,0.012,0.09,0.99008,3.17,0.52,12.2,6,"high"
"2864",6.5,0.15,0.32,1.3,0.036,0.019,0.076,0.98964,3.18,0.41,12.3,6,"high"
"2865",5.3,0.16,0.39,1,0.028,0.04,0.101,0.99156,3.17,0.59,10.6,6,"high"
"2866",5.6,0.19,0.46,1.1,0.032,0.033,0.115,0.9909,3.36,0.5,10.4,6,"high"
"2867",5.6,0.18,0.31,1.25,0.034,0.029,0.129,0.98984,3.51,0.6,12,7,"high"
"2868",6.7,0.48,0.32,1.4,0.021,0.022,0.121,0.9889,3.15,0.53,12.7,7,"high"
"2869",6.2,0.23,0.23,1.2,0.018,0.018,0.128,0.99178,3.05,0.28,10.6,5,"low"
"2870",6,0.17,0.29,5,0.028,0.025,0.108,0.99076,3.14,0.34,12.3,6,"high"
"2871",6.7,0.48,0.32,1.4,0.021,0.022,0.121,0.9889,3.15,0.53,12.7,7,"high"
"2872",6.7,0.15,0.38,1.7,0.037,0.02,0.084,0.99046,3.09,0.53,11.4,6,"high"
"2873",6.8,0.17,0.36,1.8,0.029,0.033,0.161,0.98999,3.17,0.47,12,7,"high"
"2874",5.8,0.21,0.32,1.6,0.045,0.038,0.095,0.98946,3.23,0.47,12.4,8,"high"
"2875",5.4,0.23,0.36,1.5,0.03,0.074,0.121,0.98976,3.24,0.47,12.1,7,"high"
"2876",6.7,0.15,0.38,1.7,0.037,0.02,0.084,0.99046,3.09,0.53,11.4,6,"high"
"2877",6.4,0.22,0.31,13.9,0.04,0.057,0.135,0.99672,3.21,0.38,10.7,5,"low"
"2878",6.5,0.15,0.55,5.9,0.045,0.075,0.162,0.99482,2.97,0.4,9.3,5,"low"
"2879",5.9,0.32,0.33,2.1,0.027,0.035,0.138,0.98945,3.37,0.42,12.7,6,"high"
"2880",5.7,0.37,0.3,1.1,0.029,0.024,0.088,0.98883,3.18,0.39,11.7,6,"high"
"2881",7.9,0.25,0.35,6.7,0.039,0.022,0.064,0.99362,2.93,0.49,10.7,5,"low"
"2882",7.2,0.21,0.28,2.7,0.033,0.038,0.094,0.99075,2.99,0.43,11.8,7,"high"
"2883",7,0.24,0.3,6.7,0.039,0.037,0.125,0.99436,3.2,0.39,9.9,5,"low"
"2884",6.8,0.475,0.33,3.95,0.047,0.016,0.081,0.98988,3.23,0.53,13.4,7,"high"
"2885",7,0.28,0.32,7.75,0.032,0.03,0.114,0.99158,3.12,0.64,12.8,7,"high"
"2886",6.9,0.4,0.3,10.6,0.033,0.024,0.087,0.99265,3.15,0.45,12.8,6,"high"
"2887",6.6,0.41,0.31,1.6,0.042,0.018,0.101,0.99195,3.13,0.41,10.5,5,"low"
"2888",6.4,0.2,0.28,2.5,0.032,0.024,0.084,0.99168,3.31,0.55,11.5,5,"low"
"2889",8.5,0.22,0.34,0.7,0.04,0.005,0.025,0.9918,3.04,0.37,10.5,4,"low"
"2890",8.4,0.36,0.36,11.1,0.032,0.021,0.132,0.99313,2.95,0.39,13,6,"high"
"2891",5.2,0.285,0.29,5.15,0.035,0.064,0.138,0.9895,3.19,0.34,12.4,8,"high"
"2892",6.9,0.2,0.3,4.7,0.041,0.04,0.148,0.9932,3.16,0.35,10.2,6,"high"
"2893",6.7,0.42,0.46,9.7,0.054,0.067,0.234,0.99848,3.23,0.5,9,5,"low"
"2894",6.2,0.16,0.34,1.7,0.038,0.033,0.153,0.9909,3.33,0.47,12,7,"high"
"2895",6.4,0.125,0.36,1.4,0.044,0.022,0.068,0.99014,3.15,0.5,11.7,7,"high"
"2896",6.4,0.44,0.26,2,0.054,0.02,0.18,0.9952,3.17,0.57,10,5,"low"
"2897",7,0.31,0.39,7.5,0.055,0.042,0.218,0.99652,3.37,0.54,10.3,5,"low"
"2898",6.7,0.42,0.46,9.7,0.054,0.067,0.234,0.99848,3.23,0.5,9,5,"low"
"2899",8.6,0.18,0.28,0.8,0.032,0.025,0.078,0.99104,2.99,0.38,11.1,5,"low"
"2900",6.2,0.21,0.26,13.1,0.05,0.059,0.15,0.99772,3.31,0.46,9,5,"low"
"2901",6.1,0.16,0.37,1.1,0.031,0.037,0.097,0.9922,3.4,0.58,10.5,6,"high"
"2902",6.5,0.22,0.32,2.2,0.028,0.036,0.092,0.99076,3.27,0.59,11.9,7,"high"
"2903",6.2,0.36,0.14,8.9,0.036,0.038,0.155,0.99622,3.27,0.5,9.4,5,"low"
"2904",5.7,0.21,0.25,1.1,0.035,0.026,0.081,0.9902,3.31,0.52,11.4,6,"high"
"2905",6.4,0.25,0.32,0.9,0.034,0.04,0.114,0.99114,3.31,0.58,10.8,7,"high"
"2906",7.6,0.31,0.26,1.7,0.042,0.04,0.157,0.9938,3.1,0.46,9.8,5,"low"
"2907",6.6,0.26,0.46,6.9,0.047,0.059,0.183,0.99594,3.2,0.45,9.3,5,"low"
"2908",5.7,0.21,0.25,1.1,0.035,0.026,0.081,0.9902,3.31,0.52,11.4,6,"high"
"2909",6.2,0.2,0.31,1,0.031,0.022,0.073,0.99035,3.24,0.52,11.3,6,"high"
"2910",6.2,0.18,0.3,1,0.031,0.023,0.073,0.99032,3.23,0.52,11.3,6,"high"
"2911",6.1,0.37,0.2,7.6,0.031,0.049,0.17,0.99558,3.22,0.48,9.5,5,"low"
"2912",6.2,0.36,0.14,8.9,0.036,0.038,0.155,0.99622,3.27,0.5,9.4,5,"low"
"2913",6.5,0.22,0.32,2.2,0.028,0.036,0.092,0.99076,3.27,0.59,11.9,7,"high"
"2914",7.7,0.18,0.3,1.2,0.046,0.049,0.199,0.99413,3.03,0.38,9.3,5,"low"
"2915",6.9,0.14,0.38,1,0.041,0.022,0.081,0.99043,3.03,0.54,11.4,6,"high"
"2916",6.9,0.14,0.38,1,0.041,0.022,0.081,0.99043,3.03,0.54,11.4,6,"high"
"2917",6,0.44,0.26,3.1,0.053,0.057,0.128,0.98982,3.22,0.39,12.7,6,"high"
"2918",7.1,0.36,0.4,1.95,0.033,0.026,0.118,0.98934,3.2,0.45,13.5,7,"high"
"2919",5.7,0.28,0.28,2.2,0.019,0.015,0.065,0.9902,3.06,0.52,11.2,6,"high"
"2920",6.4,0.16,0.32,8.75,0.038,0.038,0.118,0.99449,3.19,0.41,10.7,5,"low"
"2921",7.4,0.28,0.4,11.9,0.032,0.013,0.092,0.99629,3.01,0.46,10.8,4,"low"
"2922",6.7,0.39,0.31,2.7,0.054,0.027,0.202,0.9948,3.46,0.57,10.5,6,"high"
"2923",6.5,0.44,0.47,5.45,0.042,0.044,0.137,0.98984,3.13,0.32,13,8,"high"
"2924",6.9,0.22,0.31,6.3,0.029,0.041,0.131,0.99326,3.08,0.49,10.8,6,"high"
"2925",6.6,0.22,0.29,14.4,0.046,0.039,0.118,0.99834,3.05,0.5,9.1,6,"high"
"2926",7.7,0.25,0.3,7.8,0.038,0.067,0.196,0.99555,3.1,0.5,10.1,5,"low"
"2927",5.2,0.155,0.33,1.6,0.028,0.013,0.059,0.98975,3.3,0.47,11.9,8,"high"
"2928",7,0.31,0.31,9.1,0.036,0.045,0.14,0.99216,2.98,0.31,12,7,"high"
"2929",7,0.31,0.31,9.1,0.036,0.045,0.14,0.99216,2.98,0.31,12,7,"high"
"2930",6.6,0.22,0.29,14.4,0.046,0.039,0.118,0.99834,3.05,0.5,9.1,6,"high"
"2931",5.6,0.21,0.4,1.3,0.041,0.033,0.147,0.9901,3.22,0.47,11.6,8,"high"
